,user_id,name,review_count,average_stars
48,ZIOCmdFaMIF56FR-nWr_2A,Randy,3315,3.77
49,SdlozylmEKkBW910mGw1dQ,Michael,90,3.74
50,IyIsFkVY48JWa01inv-7zA,Rob,2904,3.72
51,9uTysypqImdsxJDlBXz_Ag,Bethany,100,3.15
52,fR6bUB3KSE_1QqTMo-2oNQ,Laura,305,4.17
53,hUonmkERd7l8DTeSXawfOQ,Ray,68,4.67
54,uV4edOcsZ1MuCmOUSM41Xg,Kyle,14,3.0
55,7gbbdcrC9dUj87yH2UE7Gw,Richard,257,3.92
56,6Mv-qMJyxSokCu8YFM1o0A,Jason,202,3.5700000000000003
57,oH9K7eCuNsYr6MmlM2ZjUg,Bo,1465,3.88
58,vScaSrM91Z43ypSR9VfKGg,Sophia,205,3.67
59,_BcWyKQL16ndpBdggh2kNA,Karen,4274,3.69
60,GcEaEhVBp0DcAbgdPw41eg,Randall,65,3.74
61,YOChRzTztTL_KooP9wEtSQ,Nicole,365,3.51
62,SsgDGJWBNvefjY0z8XsVCQ,Kislev,2349,4.2
63,U0xGfiR67p5fgV_7bPrBtg,Amanda,6,4.14
64,upQwDazroow3rjNMW4PZww,texas,193,3.74
65,M5CDadStKmQxLJPTBGBf0Q,Marissa,488,4.01
66,NpZz1vxjm2mpQiQL6JJG_A,Semra,592,4.1
67,nOr3_aq60yivqgcso_iDMw,Rodney,1003,3.89
68,Wxd-EKF2Z4RHZUmwQ6Eeew,A,1405,3.56
69,DeqKbAFwcyeC5pvR-SereQ,Barry,277,3.19
70,A6hvYV_VP5Kn95rW0pvEgw,Dominique,245,4.2
71,vcwXkjGaQc9FJOm8mFfFow,Sonj,1095,3.74
72,OriZprtD3fn9PPHIdQq6Zw,Dayna,568,4.04
73,gGuAM6Cw1VXJGLssm24ehA,Tiff,824,3.27
74,F5k8L6AjFz7BXntRwSjp5Q,Tony,42,3.27
75,o5STsEtfvD1Ig0J7Z-1uxA,Alex,2469,4.17
76,Z0yHptbS93271s_h6LJOMw,Alice,1435,3.32
77,ahnaBpvC29I66u_6JRzQFw,Staci,54,3.41
78,8YaRW6wCKTm12Y87vdOp6g,Audra,877,3.92
79,p4UcEYTLJyh96o1R8wrJaQ,Claudia,1466,3.86
80,P-cKcxQupYgmdUk0DHZrSQ,Anna,294,3.82
81,Xw7ZjaGfr0WNVt6s_5KZfA,Marielle,2272,4.1
82,FCGCxiXBrj1p_8cscTeQXg,Mimi,787,3.44
83,SeUAfFyljHBbFtk_TFJx2Q,Stephanie,51,3.53
84,YAIxImxlu3jlSdG91T2Pig,Rachel,253,4.22
85,pou3BbKsIozfH50rxmnMew,Brett,2812,4.28
86,eZ8PQPFuR8yfwQOU9IANGw,Stefanie,289,3.79
87,Er_1k4cl0VwKz9tfIn-FBw,Lynn,508,4.37
88,kS1MQHYwIfD0462PE61IBw,Rob,5511,3.84
89,yvXEJcXRtffR2GuWULbRjg,James,1382,3.89
90,yqHIwF8hQe0zZsvVug-IOA,William,100,3.66
91,9xMZCKH77Kbzu1iyZuJFfg,Rachel,328,3.71
92,swmrfBnaqU0nyJ3pFBfNgQ,Ry,1841,3.27
93,EMAmvOht754y2ywOl_fcHw,Leeger,87,3.77
94,H-_0YKUQfxDRFztGiCrhBQ,Apearl,697,3.89
95,Hcys0DunmsguRYes57CSSw,Sean,8,4.5
96,OXlfFHsM15JYh_lvat2w2w,Lor,439,3.89
97,yOO5Dj4CU-UJsnVxsSpVPg,Lowie,265,3.74
98,OKX-V5j_qfuOebeHeWGrHg,Paul,2482,3.49
99,-8PU0Z4Q2Nc-sY0eBj4DiQ,David,126,4.5
100,UKU5x7fgNWzzdpCh3PqS0A,Canny,1796,3.5
101,fcN7ko5x6RZ8L9RhUxeUbw,Christian,276,3.01
102,ooggWWMRHQngQ7iaF2eANQ,Ashley,62,4.51
103,0Igx-a1wAstiBDerGxXk2A,Jen,2733,4.06
104,DEOH_z7QaXnrH7vnmDl5KA,Rohan,2095,3.4
105,I4eTqRHq93iElqq4f5istw,Eric,1544,3.9
106,pTjRJC5ic4MT6rfVjCKotw,Elisabeth,25,4.19
107,zPPyxgbjhcy2tHo3F1jMXw,Hyun,88,3.63
108,IKx6LzJa7mPNjlGnqAIXpA,Emily,55,3.53
109,UlWDGR0QrBbdFsVY6ugocw,Aimee,885,4.24
110,jzqLpVkB1rg9AssLKm7lvw,Wendy,671,3.96
111,LOi1qbpl2hTP0cwSDDuyBQ,Shirley,1630,3.71
112,2OiyOHo7CQY05bFwY55HjA,Christopher,269,3.64
113,rp4ctJtEe8_TnG81B7VKPQ,Joe,250,4.31
114,mKBl4fAqTfNts7B78aOPVg,Dave,752,3.68
115,CJmtS1Uk1KSsY2MWol_E7g,Asuka,1823,3.69
116,yIj3DxyTtNr9gV-g--9oqw,An,776,3.86
117,2OE7uUsx5VDshFzPFK6XUQ,Chris,151,4.18
118,rt3MZtOmwB0hohjILz45DQ,Ashley,388,4.06
119,-O_FGGkZEeg509iOZADxDw,Su,259,3.4
120,kuhYz6erOHGKazHex8_KCQ,Ruth,138,3.59
121,y8jJV4AeH6ZEBagQ_ys8KQ,Jenny,919,3.62
122,FVk12H4Cz4DkRzl8N5-PGQ,Tiffany,967,4.13
123,MHOOd7OdaBy7JUZ7bcJ09w,Josh,142,4.28
124,dgqxVR0JzESaRQJ_dvLFVg,Christie,135,4.04
125,KILReHgA6VVdZiedpC5PqA,Julie,359,3.66
126,oVjEx-bNbs2JI1AzBIl_-g,Viraj,118,3.88
127,YttDgOC9AlM4HcAlDsbB2A,Phil,4478,3.5700000000000003
128,Yjer78RnYr7OCzirgdcOaw,Louis,2157,4.18
129,KXYRjdlgg-Gw7mwF22ZAJg,Dennis,450,3.83
130,ZBLZIOrO3DZJzDFlFO-bJw,Carlos,1915,4.25
131,27wY36k_bVHmEbKoLkh1wg,Anne,397,3.82
132,XUTa_NN_R3SuCr9G2KVSug,James,65,4.06
133,Vc4QSYKAOf8NXriGXo919Q,Laurel,530,4.04
134,LcBZt_bpU5CqwtDJwB3OCg,Lily,509,3.36
135,xqvAeGXOtCKd5z3b7kUauA,Kathi,269,3.45
136,v_7lmS6pGGkq6n0X9EljIQ,Belly,1118,3.61
137,aGI_wfhcJ86DJ-67Lkty8g,Di,435,3.72
138,Ig2ttf1xX2Ihlm0nsykaTw,Ken,250,3.82
139,hDRGivuKGsWEMSLvAMxyOw,Richard,510,3.99
140,hBgbpWZJHS-y28xfgshBjQ,Laini,212,3.66
141,FtDPI-Fu6D_W4FNH7TqY7A,Elaina,84,3.53
142,TUR21jv1-_GCwmeO3ouOBg,Sam,362,4.02
143,w0Eb3PnZFiyQdWqXYKnx3A,Schuyler,510,3.98
144,nnImk681KaRqUVHlSfZjGQ,Carlos,1107,3.96
145,feMkZCAjbyIjh9ZsBjAzZw,JJ,59,3.53
146,PV0VEhlmhc2BjzMZEbpWlg,Alia,610,3.96
147,fD14WAdRrqOnGJQBgy33rQ,Gnomer,64,4.2
148,LuDarhEa168h-cg58_vcGA,Annie,511,3.27
149,KxGeqg5ccByhaZfQRI4Nnw,Ken,966,4.04
150,_JzvB98ppovharKXQ0B0TQ,Jen,41,4.44
151,3CwMwbY9UgP-qvTDxNs_0g,Michele,1374,3.82
152,74eE-jgCGO24YKIci38UcQ,david,650,3.7
153,2ZI7f2CRul38wb_1X1lR7g,Talisha,636,4.06
154,Eypq5gLLjCapBVVnMw_MyA,Misha,5163,3.99
155,nabJKapjKahYfTtnBDG6JQ,Kinga,657,3.93
156,JTqQ9C9S2Qc8_aHtO1965g,Ann,488,3.59
157,DwIetk5y9m6AypCjPux6RQ,Maria,233,4.24
158,SGY0ydXxLbkbY-w9E2g8Tg,Brad,419,3.88
159,D4un9kv2gb3jaPDS7NMELg,Amanda,398,3.77
160,5JYJmTA0uEwVWXoU4Z7oTA,Brough,40,4.35
161,IzvuBaQYl8vb-krpNJzAiA,Rose,560,4.3
162,YAG90mceVFQLdvl4wndvQg,Margaret,1180,3.64
163,V4KUFOs8M23uj61VKVNKAw,Jennifer,188,3.6
164,wJtX8gKk1buhKV9vXGlKdQ,Chris,40,4.3
165,FPOLMElOP7XpqlwgoT9KLg,Jeff,184,3.74
166,2oxqbck3MJErUffBa6JIew,George,410,3.66
167,mjOKUSdIqxFPSYMB-MmS9g,Greshka,1176,4.21
168,LiiUu5TS7Bjjoq9xd8tKEQ,Brian,458,3.87
169,JD7L3z31GmOuVsRRPyqdFQ,Brian,1900,3.71
170,9GhiQOLaM6ZGrrFG-SppwQ,Bryan,1690,3.99
171,_5swqa5xUdLar-Q-bBZSDA,Paul,80,4.07
172,ZgYe5NVwIK78LAU_if3KfA,Adryenn,215,4.16
173,a4r7b9qJI_1HwfVul-ns5A,Leana,1034,3.98
174,u3n-IwGCMVF66cqCLTbL3Q,Jessica,35,4.44
175,NvUeb5G_mSSxgKhEE_Hueg,Jocy,1503,4.21
176,swptR9HtVBPA2FdtxWoyog,Dani,510,3.96
177,U58PtxfU9pbJvMRieKoIwA,Don,113,4.6
178,v-HcprOKPC1_F5_15t4JDw,Christopher,2035,3.99
179,jdNV7yIEwlGweC5VbLMczQ,Stephanie,228,4.4
180,6bVqgocLbgPxTFEpGl0j7Q,Ben,40,3.5
181,cPcStFGBlk-6lWWsttIfVQ,Ee Vonn,2280,3.63
182,h3KpLypa9SZEw2ydFNC19Q,Alvin,783,3.59
183,RfD_akMHEHOWY8HdgX9q9g,Peggy,90,3.95
184,xJpvRrk04rb4rgWtMXaPUQ,Kenny,4250,3.83
185,LpnrjmrUDyQvZodldeN_PQ,Sandee,1105,3.58
186,TVN3qoXU0-sateboutdCZg,Angela,695,3.71
187,iJdknUsOPUDA2BTfTVE1Hg,Jennifer,577,3.79
188,EDAg3FUbil6oIIY0HJctBA,Alicia,232,3.59
189,qbtznqJqPl4-7hXkJBE8jQ,Jeannie,644,4.01
190,eopmkPjbMQz9uh1hnZ8nhA,Ellie,176,3.27
191,ge_yqJd241NMPuyOS_J_LA,Priscilla,972,3.79
192,7tIaG0p7viFi0QNIgkqCyg,Lotsh,190,3.23
193,FS9EWeUw1mWdw5cYF2Xykg,Lakara,119,3.81
194,_vUC1P0GfLAD5UrMPAEwjA,Jen,386,3.66
195,1pzP58PeWictHQzctMU0nQ,Misty,1393,4.14
196,tXI5GghK7ljFufyFlCFmVg,Shelly,203,3.89
197,OTz5U2rzRfyaZhV_LwKzXg,Ken,150,3.84
198,8M6suLprYcMngrJjhYl_lw,Maureen,892,3.74
199,pzV7A5XSTK6zSPAxeAmaLA,Leanne,414,3.75
200,re3AdczLFP4D7xwI6DkBNA,Vicky,2927,3.65
201,tmWwHfhaR0bNTKlr9dXsOQ,Mardi,642,3.89
202,UvSOYVwqwyzNr40AU1t6Yw,Gloria,1096,3.43
203,MqDgSw9wZFsaFFPRKh-k8A,Tommy,631,3.73
204,90anotHbC638MaU1C15dTA,Rose Leah,130,4.15
205,PLOYtrCMUFPHQe2IbYAd5g,Joanna,2956,3.69
206,LhnoqfSZobV3bch7of-Kaw,Ellen,892,3.53
207,TjyNcVldWYpuMWXp730scQ,Dulce,558,3.78
208,nkBpODDjnP-nD9uz1Z4YsA,James,580,3.61
209,azS35-z_E8Poqmx_ryqp1g,Mary,25,4.1
210,HhffhDgUv8hs4yBKzocKOw,Kendra,296,3.92
211,2ErSvGwt5Omq2Z5v2fdpHA,Fifi,135,3.34
212,fxeRdFmgY6tbTyidpcdFLw,Tanya,483,3.29
213,8VNmuYmFboXleIFf-stnFg,Todd,487,3.92
214,0uEqdNTVj-I7zM83bbcgsg,Monica,1645,3.59
215,vlehgFdySB62xExGaaqEow,Ben,335,3.96
216,Ue_b9PgmrrT0gLElBQBuDA,Dan,99,3.47
217,R5L_n0n-6_HQa11bZrbLig,Sara,925,4.1
218,PsXhJHX255QM8FRw-dvh-w,Philay,98,3.31
219,a7lTrQfgNdpvG3FHOWWKZw,Joe,56,4.72
220,Ff8hG_00h6SO5unNTXPFQQ,Samantha,259,3.44
221,hEoCgGklQtYQzgAPeIaWTw,Nina,298,4.07
222,n1pp7Kqj9p9HQACdbabkFQ,Christine,567,4.41
223,EzXDaJjdCwMtWdBJiRcC6Q,Matt,907,3.88
224,dgGUKdOh2a01OwLw1qgfDw,Alex,875,4.02
225,chgTnp84tlV4UUJlfIVJzA,Anuj,806,3.38
226,2fAtJ92btz4xeo9JFHwXkQ,Danielle,430,4.07
227,XrPQT1C7rlJtLHZFLmhojg,Janice,62,3.87
228,TR7ezcRznfr1Jif7euZZJg,Marlyn,794,3.87
229,viWkK6--5ChiN3hlZ8XqTg,Chris,171,3.51
230,Cg7M1UAkXXfGxJGSCRJorg,Cory,156,4.0
231,FC1ZSB9fd4WlDMSAbEjq8Q,Stephanie,1806,3.56
232,DEtFNQFuUphOVcgD2Kbn6A,Monica,359,4.33
233,cMPJlsuY5IQgJ8N9qICdDw,Jonathan,56,4.1
234,H2DNqyt2CR5a8Gv3Jisqhg,Sharee,665,3.91
235,dcIMQveZpojXgPggygNDaw,Pete,161,3.71
236,nnwBdqGHIAJQ5QX9lHOtrQ,Hank,3327,2.7
237,Is_P4AeKFhDGRX2dx5nHVw,David,108,4.61
238,RhTjT9yuRzCe6kaDmuD4LQ,Kristy,142,3.94
239,PwOr3Jnst2noM37Lm22zmQ,Emily,259,4.11
240,u5gXJSdi0IysOH1G1ycKmw,Matt,378,3.8
241,Hxx8FmhpxiugIrGRh8RDOg,Tom,754,3.83
242,I6YARR1VloAua-buFULo1Q,Tanya,963,3.48
243,sh3V6hnNMLVV9YwFA9QNaw,Virginia,895,3.5
244,-SigNCNItQDtSq27j0t_tw,Chris,199,3.83
245,cMIVlEuCKkiEo1QkPBbMaw,Jason,1283,3.11
246,6ObFF8-uKnOAlXuSH4TlyQ,Isabella,1245,4.33
247,T288Jz-CZiHe69kg7dtKYw,Jeremy,1161,3.29
248,j0eBR4rcbtpylG6b47TD7Q,Helen,725,3.62
249,oWxy_YR6n2w8e9L00hxhPw,Claudine,422,3.5
250,UcihR7SXobyx0jG-WqrmDA,Wendy,767,4.0
251,09BVSK2BeCopebFI6plOIQ,Saba,703,3.9
252,fnBAgDX4D9mNgQZsjFCoog,James,162,3.74
253,KDz7BjsuBjAxBw2gF3KFQA,Salma,236,4.16
254,Y3cmLx7y7x0fhSuIcWnvPw,Alyssa,1162,3.96
255,7SFUWbb33dOR8lmO51h3dg,Andrea,223,3.73
256,6fl3xXg27X2CS1BHCgYSfQ,Kellie,43,4.07
257,P-7VidyXqOGd6zBnT85pDA,Colin,497,3.67
258,tPufvUuxXLJOMYQ7gzsMVA,Andrew,1097,3.32
259,7wlG7YooB2AUZRyKnqEi1A,Emily,91,3.99
260,TvSfNskjQDp7uFN1ma4DpA,Ann,261,4.4
261,kKPbWlBjpSL3Qzvtn_AaPw,Sam 'Wags',446,4.0
262,kGqyCRaiWj0j6U2Trhvolg,Simone,206,3.75
263,wzyGNvArcpUjZauRWFrKHA,Bill,2512,3.5700000000000003
264,W83aZrDrYKwycCHB_eOYYg,Victoria,1024,4.08
265,170h4iUYltfBW76EYoOjhA,Nate,68,4.04
266,9l5FPK7LYL0B8CGED-0OQw,Henry,18,4.84
267,dioXbYFdMCyE7zCK90eM3Q,Michael,242,3.71
268,ogAGhIlVPktr5Pv8BC5lAQ,Heidi,91,4.48
269,kHmXUEOAsIbguUrPoX6Tkg,Jacki,236,3.59
270,U-blmCm_qUbibUUgqDSB_g,Juan,2814,3.71
271,86Oe8OA4QG2bGcsFek_C4A,Ian,1143,4.35
272,ZdODEy4O0-nPdPKwkdQkdw,Dana,377,3.89
273,_ntA5HPDzqBgwg7S3s7w7Q,Sabrina,848,3.93
274,Slc16vviuuTWgZ9OsaJzKQ,Kamilah,213,3.61
275,NRRPUnrCEIjDSt4uGV-rSw,Christine,292,3.97
276,h2LtQ1s5X20d0yrdqUMJ0Q,Christopher,1728,3.36
277,XsoKjYowvB4XEei-YRG7Yw,Hiro,444,4.18
278,gfQqQYI5_hCAGEHlHXIz2Q,Cherie,2113,3.81
279,ncvgNeEsAIAuMWYFN2blhg,Tony,647,3.71
280,tUVprgEsy_yIdq7nt2JtlQ,Danielle,72,4.21
281,d3i582wefTonNg8DB9WKqA,Shannon,997,3.36
282,cAU6u0P--AX071hVQRkd0w,Amanda,23,4.5
283,gFVLJRSTeHIQs97vIVGI-g,Glenn,671,3.88
284,igaoaFNkX7ieMuyUBg0u5w,Leang,2182,3.88
285,KVN1eio-4QU3zlkPmZHRFQ,Jemmie,625,4.04
286,5lXLfyND3naSNHEuiHsjmw,David,1289,4.03
287,NPBN9i3MyKLs-bgxcrEjaA,Jen,88,3.75
288,OSFIeCqeQQqcrVAzdPWxTQ,Jeff,47,4.13
289,ZOmHHLEYTXxxs3nWJhKoaA,Stacey,302,3.73
290,PhmMWBBQda24K9z6b9R-sA,Jeff,1322,3.58
291,mphvb6MRmPgnIT8pmU-x0w,Andy,1906,3.86
292,TLdMXf2gt9Am9LOLL_T2FQ,Brandy,737,4.24
293,_qb4WweWMYLA4fkaVlz7aA,Brenda,81,4.3
294,wWa9X07Cq8EVaqJrA5QKyA,Kevin,605,3.45
295,VdGROLLl2il5-gXmdKkUMQ,Daryl,698,3.19
296,nmdkHL2JKFx55T3nq5VziA,Nijole,8363,3.75
297,19MQQFLbpI5z6PYhHrG2mg,Shawn,171,4.15
298,NNgQ8fV5ARQgHw-Ob7l50A,Brad,1114,4.04
299,8M4_nA8e9VacrirvCwrl8Q,Steve,724,3.38
300,ao-AH4CKrHlJLdrxYm9reg,Samantha,806,3.95
301,pWhaWrBMYyykptjvCO_60A,Monica,166,3.85
302,Up01JEJT09-gYC2QixklZQ,Sarah,138,4.41
303,zD1T8JFx3O1Rf9aNu49rpQ,Poker,397,3.49
304,lXcc2mdDhBRYW1UFwuF4Nw,Sandra,90,3.95
305,uKqkquINCbM-j2ZgvAfYsA,Stanley,307,3.79
306,HiGWxt8mk49-AlVfqLH6Xg,Alicia,32,3.91
307,DZO2lmlHi41X19g9U44I1w,Laurie,1464,4.13
308,aK_WiJ5y4XZvIqevn7_Nig,Drew,87,4.43
309,BXHwUL2BJcBkNMTFkCxBig,Daniel,29,3.86
310,eSlOI3GhroEtcbaD_nFXJQ,Jason,3186,3.62
311,t-nB38eHbeFuabXBdJMwvg,Katharine,482,4.07
312,pWqyPgFJpbj4z8of9pfv_w,Lissa,154,3.66
313,vr-Rw3nMKIgGrVNT6A7p9g,Jamie,554,4.07
314,njJjEOLRTo03Fwp4jg_Jpg,Tiffany,1145,4.14
315,vMdZdazzQxRU9fvntAwRzA,Kimberly,215,3.93
316,pzbE0dUl9XfTbiBR8Lcmwg,Melvyn,25,3.88
317,qSzQAYPg87134iPasWOMxA,Antonio,508,4.12
318,uBkWIFiLqousZqRbERKoAQ,Tyler,121,4.07
319,j5ezF5mEGpnDwdTmAHci7Q,Albert,2202,3.96
320,hIlQOXn094Q205B_vu7Sjw,Boon,853,3.74
321,IAFoWYEIAnp_qeS7tKboEw,Felicia,54,4.48
322,dCATwLTGaDZAbSFxA-4pkw,Jen,760,3.48
323,_kq9t9najTTZw-eT0VNBgw,Michael,421,3.74
324,XlF_Od3qOngwITJAX4g2ZA,Mike,155,3.35
325,iJQtNnEcrxdpaD132v26nQ,Danah,422,4.18
326,yK4njGSBfFpZhDuTxNpnLg,Natasha,184,4.29
327,8wQIoFapkegkC5fcVYg_Iw,Jamie,1148,3.68
328,avXvMybPionb-Kt_MX5Grg,Lo,208,3.71
329,IiT-UsEgwucxcKAJOVmpRA,Kelsee,123,4.02
330,HDoMnqWbdZjHPrG9g7SmVg,Elizabeth,305,4.09
331,Phta7D0IREvoW-XQTp9PLQ,Marc,169,3.96
332,2qW-VO3UxZSU6HSHQ7fh7Q,Devin,873,3.69
333,nPXVprOV3ioobtAc_s7-CA,Brian,511,4.11
334,67HwuY1mtttvvnqn9tHU0Q,Jamie,638,4.11
335,Yq_Z_9ph9FNmFbV6YlwzLQ,Rod,93,4.38
336,Qx-5FRNpL14H2TtIKmB1kA,Robert,1326,3.18
337,M36aMuK9Pnmgb5g6KsJChQ,Ashley,116,3.97
338,fLDGqfH_QJE5TN2ajHzNjA,Bridgette,176,4.48
339,qsixwabdZVIerYFcQ4C3bw,Ron,196,3.66
340,wo632pzj23-Di2RakSugjQ,Jeff,1507,4.16
341,bYENop4BuQepBjM1-BI3fA,Steven,1562,3.92
342,LuijV0J5TEiQn7c4eW6ttg,George,658,4.22
343,nKVklvB7yZ56dc_8bnLpfA,Nicole,575,3.91
344,nLOF2qXMJfTbbcVtDo8oZA,Jenna,293,3.66
345,MfDqmwzf1WxvJFtiRKi4Sg,Sybil,100,3.61
346,7z50dr2py6G8YyFHIn4KFQ,Matt,1189,3.7
347,Agmc_I-sCsw0RFKKdmJI8g,Nicole,750,3.85
348,DICLJDdq0HpvOVYR5mB4gA,Eric,3231,3.73
349,1p8Pu1pvAsuNtuZDtn2OkQ,Paul,718,3.44
350,jv0KSBZkHoojy6RkIc5SIw,John,140,4.77
351,2P4crOrfs2ZbAoizhWt9eA,Kelley,77,4.23
352,NgapNNErXajBp6Ro5I21Jg,Kenson,1233,3.53
353,1bjo-xG3tKF5rQjRx5zW4Q,Von,367,3.98
354,nzfx0ElyVk7dq4vdTg_ncA,Mark,249,4.51
355,hWDybu_KvYLSdEFzGrniTw,Bruce,16567,3.67
356,kNxlninqmXRj7Hh0laNpjg,Beatrice,411,3.76
357,U4INQZOPSUaj8hMjLlZ3KA,Michael,5061,3.94
358,W1AFbtC37Q1RzdrKS51NmQ,Bobby,456,3.68
359,6Zx7YiKFYXwqWXQBqSxoYg,John,427,4.07
360,1ypK74Sr0QmsJ8IZG8v0cQ,Kami,217,3.45
361,BX-tpDEsVDXwE8ZatbZmRg,Cindy,576,3.97
362,u1wDtmdaP9oMY4hPLKYpXQ,Valerie,45,3.67
363,6oJzbP6dqPYoaSuCNKaITw,Mike,1409,3.53
364,lmL1P6wJi0Z8Jg8DTPqawQ,Jeff,2148,3.56
365,ZCVEZmTB_StK-UXA3WPVlQ,Zanna,523,3.56
366,2iS1vg5TYpV_iEiNC8osTg,Peter,1672,3.47
367,yBQEOTjFlZkjf3rcwDxAbA,Jim,87,4.08
368,3_gu2q8XK-TZYXP9B6mrag,David,236,4.17
369,ONqYv2Re2sLPdspqjsHfsg,Lou,788,3.45
370,WVEkcqTB9MC3evztC6EnKA,Crystal,114,4.35
371,-B-QEUESGWHPE_889WJaeg,Mark,1014,3.41
372,XB_zwMj2I5JzzCNn8U1j2w,Tipper,307,4.8
373,KFFIyUxC0TQjx__OYlmhnA,Natalee,253,4.02
374,60RKNAZwY5EUooJf624aKw,Sarah,929,4.02
375,__GHy1xxetn0SBqP4b_odA,John,33,3.64
376,tLOiTDp9GttYK_lsKJ1z1g,Bill,341,4.26
377,0FMte0z-repSVWSJ_BaQTg,Roger,851,3.63
378,5R3m-2idPFpYq0oRwCK0TQ,Krystle,286,4.07
379,LhaYPYXDepWLBzeX5mNTxw,Kim,66,3.47
380,dbKIZNN6N_X5Vq93P408Fw,Epi,112,3.75
381,Om3fqfypA3nOph-Otu_kHg,Ian,52,3.71
382,UXTsDU3DJLW380wgcExy-Q,Melissa,176,3.12
383,3WSc4nTw0lIePi0W5KSULg,Patricia,255,4.12
384,qumjKpb34tsSJ26Y2aaTPg,Cheryl,489,4.03
385,lAW03ccfMEuRZiDqvVgc0w,Kristin,1578,4.03
386,gW0BTyYsFvOXs6BuW8d19g,Michaek,357,3.67
387,yoa61s3IdHwi8q5_gLvzaw,Brian,72,4.51
388,fD6FZMW1V5l0oRD-fICb3w,Robbie,180,4.13
389,ccMJ_Am1AxfyDM0EyomzAg,Jason,93,4.19
390,ZHnn0Foz304q6bGwQP_0uA,Marisol,365,4.46
391,jveIBHpWOfZFv24luiDjPA,David,1457,4.43
392,KYaQsOosuqLEgKmwuHhvGQ,Craig,504,3.94
393,B52rugmvG2Re6Q75ESgTxw,Jason,417,4.14
394,dQ9-MQF4oQhAOrbIhWpz8Q,Teresa,259,3.2
395,wnrHhjDpQk5uLUK7Iku75A,Lauren,321,3.98
396,ebbw0Ei8wGKvyzIkdzb9bg,Whitney,133,3.86
397,PPuK3vKlgoWlTF2rfvFD8A,Ken,875,2.9
